"year","trial_name","trial_type","plot_width","plot_length","plant_date","harvest_date","location","accession_name_syn","plot_name","rep_number","plot_number","row_number","col_number","check_test","notes","accession_name","check_released","latitude","longitude","altitude","department","country","ag_zone","location_short","branch_number","DM_gravity","height_1st_branch","yield_ha","shoot_weight_plot","root_weight_plot","frogskin1_5","vigor1_5","lodging1_3","root_number_commercial","root_weight_commercial","root_number_non_commercial","stake_plant","planted_number_plot","plant_type","height","height_wt_leaf","harvest_number","root_skin_color1_3","root_constriction1_3","root_type1_5","root_length1_3","root_number","root_weight_air","root_weight_water","root_rot_number","germinated_number_plot","root_peduncle1_3","root_shape1_6","thrips1_5","carotenoid1_8","harvest_number_plan","germination_perc","yield_ha_v2","DM_yield_ha","root_rot_perc"
2018,"201895BCPRC_cpal","201895BCPRC_cpal",4,5,"2018-July-26","2019-June-11","Corpoica Palmira",NA,"201895BCPRC_cpal_rep1_GM1556-4_1",1,1,1,1,"test"," (Operator: lizbethpino, Time: )","GM1556-4","test",3.533333333,-76.3,NA,"Valle","Colombia","Mid-altitude torpics","cpal",NA,31.4498518518518,135.25,19.52,NA,9.76,NA,NA,2,5,2.22,15.25,44.5,20,1,379.25,NA,4,3,2,NA,1,66,2.96,0.26,NA,20,1,4,NA,3,5,100,19.52,6.13901108148147,NA
2018,"201895BCPRC_cpal","201895BCPRC_cpal",4,5,"2018-July-26","2019-June-11","Corpoica Palmira",NA,"201895BCPRC_cpal_rep1_GM3518-42_2",1,2,1,2,"test"," (Operator: lizbethpino, Time: )","GM3518-42","test",3.533333333,-76.3,NA,"Valle","Colombia","Mid-altitude torpics","cpal",NA,31.8130985915493,110,24.64,NA,12.32,NA,NA,2,15,7.28,7,35,20,1,367.8,NA,5,3,1,NA,2,50,3.12,0.28,NA,20,1,2,NA,4,5,100,24.64,7.83874749295775,NA
2018,"201895BCPRC_cpal","201895BCPRC_cpal",4,5,"2018-July-26","2019-June-11","Corpoica Palmira",NA,"201895BCPRC_cpal_rep1_GM3518-66_3",1,3,1,3,"test"," (Operator: lizbethpino, Time: )","GM3518-66","test",3.533333333,-76.3,NA,"Valle","Colombia","Mid-altitude torpics","cpal",NA,NA,109.6,27.08,NA,13.54,NA,NA,3,17,5.96,10.8,29.2,20,2,337.4,NA,5,3,1,NA,3,71,3.22,0.62,NA,20,2,2,NA,4,5,100,27.08,NA,NA
2018,"201895BCPRC_cpal","201895BCPRC_cpal",4,5,"2018-July-26","2019-June-11","Corpoica Palmira",NA,"201895BCPRC_cpal_rep1_GM3518-68_4",1,4,1,4,"test"," (Operator: lizbethpino, Time: )","GM3518-68","test",3.533333333,-76.3,NA,"Valle","Colombia","Mid-altitude torpics","cpal",NA,NA,176.2,41.8,NA,20.9,NA,NA,2,32,17.2,4.8,54.6,20,2,435.6,NA,5,3,1,NA,2,56,3.44,0.54,NA,20,2,2,NA,4,5,100,41.8,NA,NA
2018,"201895BCPRC_cpal","201895BCPRC_cpal",4,5,"2018-July-26","2019-June-11","Corpoica Palmira",NA,"201895BCPRC_cpal_rep1_GM3594-70_5",1,5,1,5,"test"," (Operator: lizbethpino, Time: )","GM3594-70","test",3.533333333,-76.3,NA,"Valle","Colombia","Mid-altitude torpics","cpal",NA,36.7041007194244,142.6,31.6,NA,15.8,NA,NA,2,24,11.9,3.2,35.6,20,2,347.8,NA,5,3,1,NA,2,40,3.14,0.36,NA,20,1,2,NA,3,5,100,31.6,11.5984958273381,NA
2018,"201895BCPRC_cpal","201895BCPRC_cpal",4,5,"2018-July-26","2019-June-11","Corpoica Palmira",NA,"201895BCPRC_cpal_rep1_GM3650-51_6",1,6,1,6,"test"," (Operator: lizbethpino, Time: )","GM3650-51","test",3.533333333,-76.3,NA,"Valle","Colombia","Mid-altitude torpics","cpal",NA,35.1566197183098,168.2,46.48,NA,23.24,NA,NA,1,38,21.22,2.4,38.4,20,1,370.4,NA,5,3,2,NA,2,50,3.18,0.34,NA,17,2,2,NA,4,5,85,46.48,16.3407968450704,NA
2018,"201895BCPRC_cpal","201895BCPRC_cpal",4,5,"2018-July-26","2019-June-11","Corpoica Palmira",NA,"201895BCPRC_cpal_rep1_P13_10",1,10,1,10,"check"," (Operator: lizbethpino, Time: )","P13","test",3.533333333,-76.3,NA,"Valle","Colombia","Mid-altitude torpics","cpal",NA,NA,107.2,NA,NA,44.743,NA,NA,2,46,35.103,7.6,38,20,5,297.8,NA,5,3,1,NA,3,84,3.84,0.72,NA,17,1,4,NA,1,5,85,89.486,NA,NA
2018,"201895BCPRC_cpal","201895BCPRC_cpal",4,5,"2018-July-26","2019-June-11","Corpoica Palmira",NA,"201895BCPRC_cpal_rep1_SM3536-44_7",1,7,1,7,"test"," (Operator: lizbethpino, Time: )","SM3536-44","test",3.533333333,-76.3,NA,"Valle","Colombia","Mid-altitude torpics","cpal",NA,NA,154.8,45.24,NA,22.62,NA,NA,3,34,17.54,5.8,36.8,20,2,358.8,NA,5,3,1,NA,2,63,3.82,0.66,NA,20,1,2,NA,4,5,100,45.24,NA,NA
2018,"201895BCPRC_cpal","201895BCPRC_cpal",4,5,"2018-July-26","2019-June-11","Corpoica Palmira",NA,"201895BCPRC_cpal_rep1_SM3677-74_8",1,8,1,8,"test"," (Operator: lizbethpino, Time: )","SM3677-74","test",3.533333333,-76.3,NA,"Valle","Colombia","Mid-altitude torpics","cpal",NA,36.5577142857143,166,55.76,NA,27.88,NA,NA,2,28,16.04,11,32.6,20,1,398.8,NA,5,3,2,NA,3,83,3.16,0.36,NA,20,1,4,NA,3,5,100,55.76,20.3845814857143,NA
2018,"201895BCPRC_cpal","201895BCPRC_cpal",4,5,"2018-July-26","2019-June-11","Corpoica Palmira",NA,"201895BCPRC_cpal_rep1_SM3762-15_9",1,9,1,9,"test"," (Operator: lizbethpino, Time: )","SM3762-15","test",3.533333333,-76.3,NA,"Valle","Colombia","Mid-altitude torpics","cpal",NA,NA,154.5,40.64,NA,20.32,NA,NA,1,32,15.04,7.5,46,20,1,369,NA,4,3,1,NA,3,62,3.44,0.58,NA,20,1,4,NA,3,5,100,40.64,NA,NA
2018,"201895BCPRC_cpal","201895BCPRC_cpal",4,5,"2018-July-26","2019-June-11","Corpoica Palmira",NA,"201895BCPRC_cpal_rep2_CMB8527_16",2,16,2,7,"check"," (Operator: lizbethpino, Time: )","CMB8527","test",3.533333333,-76.3,NA,"Valle","Colombia","Mid-altitude torpics","cpal",NA,41.258345323741,191.6,41.44,NA,20.72,NA,NA,1,24,14.68,5.2,25.8,20,1,297.2,NA,5,3,1,NA,2,50,3.22,0.44,NA,20,1,2,NA,1,5,100,41.44,17.0974583021583,NA
2018,"201895BCPRC_cpal","201895BCPRC_cpal",4,5,"2018-July-26","2019-June-11","Corpoica Palmira",NA,"201895BCPRC_cpal_rep2_GM1556-4_15",2,15,2,8,"test"," (Operator: lizbethpino, Time: )","GM1556-4","test",3.533333333,-76.3,NA,"Valle","Colombia","Mid-altitude torpics","cpal",NA,33.9101315789473,185,30.2,NA,15.1,NA,NA,1,11,5.64,11.4,55.6,20,1,397.6,NA,5,3,2,NA,2,68,3.38,0.34,NA,20,1,4,NA,3,5,100,30.2,10.2408597368421,NA
2018,"201895BCPRC_cpal","201895BCPRC_cpal",4,5,"2018-July-26","2019-June-11","Corpoica Palmira",NA,"201895BCPRC_cpal_rep2_GM3518-42_12",2,12,2,11,"test"," (Operator: lizbethpino, Time: )","GM3518-42","test",3.533333333,-76.3,NA,"Valle","Colombia","Mid-altitude torpics","cpal",NA,35.9925,115,45.16,NA,22.58,NA,NA,2,20,14,11.2,33,20,2,328,NA,5,3,1,NA,2,76,3.24,0.36,NA,20,1,2,NA,4,5,100,45.16,16.254213,NA
2018,"201895BCPRC_cpal","201895BCPRC_cpal",4,5,"2018-July-26","2019-June-11","Corpoica Palmira",NA,"201895BCPRC_cpal_rep2_GM3518-66_18",2,18,2,5,"test"," (Operator: lizbethpino, Time: )","GM3518-66","test",3.533333333,-76.3,NA,"Valle","Colombia","Mid-altitude torpics","cpal",NA,31.3479130434783,99.2,35.96,NA,17.98,NA,NA,3,19,9.8,9.8,58.4,20,2,402.8,NA,5,3,1,NA,3,68,2.52,0.22,NA,20,2,2,NA,4,5,100,35.96,11.2727095304348,NA
2018,"201895BCPRC_cpal","201895BCPRC_cpal",4,5,"2018-July-26","2019-June-11","Corpoica Palmira",NA,"201895BCPRC_cpal_rep2_GM3518-68_13",2,13,2,10,"test"," (Operator: lizbethpino, Time: )","GM3518-68","test",3.533333333,-76.3,NA,"Valle","Colombia","Mid-altitude torpics","cpal",NA,32.5014705882353,127.2,47.32,NA,23.66,NA,NA,1,24,14.42,7.6,54,20,2,404.4,NA,5,3,1,NA,2,62,3,0.28,NA,20,1,2,NA,4,5,100,47.32,15.3796958823529,NA
2018,"201895BCPRC_cpal","201895BCPRC_cpal",4,5,"2018-July-26","2019-June-11","Corpoica Palmira",NA,"201895BCPRC_cpal_rep2_GM3594-70_20",2,20,2,3,"test"," (Operator: lizbethpino, Time: )","GM3594-70","test",3.533333333,-76.3,NA,"Valle","Colombia","Mid-altitude torpics","cpal",NA,39.1304137931034,98.8,54.68,NA,27.34,NA,NA,2,30,23.06,3.8,41.4,20,2,360.6,NA,5,3,1,NA,2,49,3.32,0.42,NA,20,1,2,NA,3,5,100,54.68,21.3965102620689,NA
2018,"201895BCPRC_cpal","201895BCPRC_cpal",4,5,"2018-July-26","2019-June-11","Corpoica Palmira",NA,"201895BCPRC_cpal_rep2_GM3650-51_22",2,22,2,1,"test"," (Operator: lizbethpino, Time: )","GM3650-51","test",3.533333333,-76.3,NA,"Valle","Colombia","Mid-altitude torpics","cpal",NA,34.1685815602837,133.6,58.52,NA,29.26,NA,NA,1,31,24.18,4,51.8,20,1,335.4,NA,5,3,2,NA,3,51,3.14,0.32,NA,15,2,2,NA,4,5,75,58.52,19.995453929078,NA
2018,"201895BCPRC_cpal","201895BCPRC_cpal",4,5,"2018-July-26","2019-June-11","Corpoica Palmira",NA,"201895BCPRC_cpal_rep2_P13_14",2,14,2,9,"check"," (Operator: lizbethpino, Time: )","P13","test",3.533333333,-76.3,NA,"Valle","Colombia","Mid-altitude torpics","cpal",NA,34.5121768707482,70.8,34.32,NA,17.16,NA,NA,2,17,10.88,6.4,20.8,20,5,261.6,NA,5,3,2,NA,3,49,3.28,0.34,NA,20,1,4,NA,1,5,100,34.32,11.8445791020408,NA
2018,"201895BCPRC_cpal","201895BCPRC_cpal",4,5,"2018-July-26","2019-June-11","Corpoica Palmira",NA,"201895BCPRC_cpal_rep2_SM3536-44_17",2,17,2,6,"test"," (Operator: lizbethpino, Time: )","SM3536-44","test",3.533333333,-76.3,NA,"Valle","Colombia","Mid-altitude torpics","cpal",NA,37.0915277777777,107.6,42.04,NA,21.02,NA,NA,2,26,13.42,7.6,34.8,20,2,399.2,NA,5,3,1,NA,2,64,3.26,0.38,NA,19,1,2,NA,4,5,95,42.04,15.5932782777777,NA
2018,"201895BCPRC_cpal","201895BCPRC_cpal",4,5,"2018-July-26","2019-June-11","Corpoica Palmira",NA,"201895BCPRC_cpal_rep2_SM3677-74_19",2,19,2,4,"test"," (Operator: lizbethpino, Time: )","SM3677-74","test",3.533333333,-76.3,NA,"Valle","Colombia","Mid-altitude torpics","cpal",NA,38.6582269503546,157.8,56.88,NA,28.44,NA,NA,1,37,19.68,8.6,40.8,20,1,365.2,NA,5,3,2,NA,2,80,3.22,0.4,NA,20,1,4,NA,3,5,100,56.88,21.9887994893617,NA
2018,"201895BCPRC_cpal","201895BCPRC_cpal",4,5,"2018-July-26","2019-June-11","Corpoica Palmira",NA,"201895BCPRC_cpal_rep2_SM3762-15_21",2,21,2,2,"test"," (Operator: lizbethpino, Time: )","SM3762-15","test",3.533333333,-76.3,NA,"Valle","Colombia","Mid-altitude torpics","cpal",NA,35.8391472868217,163.4,46.8,NA,23.4,NA,NA,1,33,15.48,7.4,30.8,20,1,348.2,NA,5,3,1,NA,2,70,2.9,0.32,NA,20,2,4,NA,3,5,100,46.8,16.7727209302326,NA
2018,"201895BCPRC_cpal","201895BCPRC_cpal",4,5,"2018-July-26","2019-June-11","Corpoica Palmira",NA,"201895BCPRC_cpal_rep3_CMB8527_26",3,26,3,4,"check"," (Operator: lizbethpino, Time: )","CMB8527","test",3.533333333,-76.3,NA,"Valle","Colombia","Mid-altitude torpics","cpal",NA,37.9556488549618,127.2,19.16,NA,9.58,NA,NA,1,12,5.06,6.8,26.6,20,1,207.4,NA,5,3,1,NA,2,46,2.98,0.36,NA,20,1,2,NA,1,5,100,19.16,7.27230232061068,NA
2018,"201895BCPRC_cpal","201895BCPRC_cpal",4,5,"2018-July-26","2019-June-11","Corpoica Palmira",NA,"201895BCPRC_cpal_rep3_GM1556-4_32",3,32,3,10,"test"," (Operator: lizbethpino, Time: )","GM1556-4","test",3.533333333,-76.3,NA,"Valle","Colombia","Mid-altitude torpics","cpal",NA,33.0461702127659,164.8,23.76,NA,11.88,NA,NA,2,8,4.2,9.6,54.2,20,2,448,NA,5,3,1,NA,2,56,3.12,0.3,NA,20,3,4,NA,3,5,100,23.76,7.85177004255318,NA
2018,"201895BCPRC_cpal","201895BCPRC_cpal",4,5,"2018-July-26","2019-June-11","Corpoica Palmira",NA,"201895BCPRC_cpal_rep3_GM3518-42_29",3,29,3,7,"test"," (Operator: lizbethpino, Time: )","GM3518-42","test",3.533333333,-76.3,NA,"Valle","Colombia","Mid-altitude torpics","cpal",NA,32.7156441717791,108.6,40.88,NA,20.44,NA,NA,2,26,14.3,8,26,20,2,330.6,NA,5,3,1,NA,2,66,3.6,0.34,NA,20,1,2,NA,4,5,100,40.88,13.3741553374233,NA
2018,"201895BCPRC_cpal","201895BCPRC_cpal",4,5,"2018-July-26","2019-June-11","Corpoica Palmira",NA,"201895BCPRC_cpal_rep3_GM3518-66_28",3,28,3,6,"test"," (Operator: lizbethpino, Time: )","GM3518-66","test",3.533333333,-76.3,NA,"Valle","Colombia","Mid-altitude torpics","cpal",NA,29.5840845070423,128.8,27.56,NA,13.78,NA,NA,2,21,7.36,10,25.6,20,2,390.64,NA,5,3,1,NA,2,71,3.08,0.24,NA,20,2,2,NA,4,5,100,27.56,8.15337369014086,NA
2018,"201895BCPRC_cpal","201895BCPRC_cpal",4,5,"2018-July-26","2019-June-11","Corpoica Palmira",NA,"201895BCPRC_cpal_rep3_GM3518-68_33",3,33,3,11,"test"," (Operator: lizbethpino, Time: )","GM3518-68","test",3.533333333,-76.3,NA,"Valle","Colombia","Mid-altitude torpics","cpal",NA,33.456282051282,155.4,56.4,NA,28.2,NA,NA,1,24,17.02,7.2,53,20,2,405.2,NA,5,3,1,NA,2,60,3.46,0.34,NA,20,1,2,NA,4,5,100,56.4,18.869343076923,NA
2018,"201895BCPRC_cpal","201895BCPRC_cpal",4,5,"2018-July-26","2019-June-11","Corpoica Palmira",NA,"201895BCPRC_cpal_rep3_GM3594-70_23",3,23,3,1,"test"," (Operator: lizbethpino, Time: )","GM3594-70","test",3.533333333,-76.3,NA,"Valle","Colombia","Mid-altitude torpics","cpal",NA,42.2098571428571,114.2,42.48,NA,21.24,NA,NA,1,25,15.02,5.6,23.8,20,2,337.4,NA,5,3,1,NA,3,53,3.26,0.46,NA,20,2,2,NA,3,5,100,42.48,17.9307473142857,NA
2018,"201895BCPRC_cpal","201895BCPRC_cpal",4,5,"2018-July-26","2019-June-11","Corpoica Palmira",NA,"201895BCPRC_cpal_rep3_GM3650-51_31",3,31,3,9,"test"," (Operator: lizbethpino, Time: )","GM3650-51","test",3.533333333,-76.3,NA,"Valle","Colombia","Mid-altitude torpics","cpal",NA,31.2273722627737,142.8,49.28,NA,24.64,NA,NA,1,27,19.56,5.8,39.8,20,1,357.6,NA,5,3,1,NA,3,56,3,0.26,NA,17,2,2,NA,4,5,85,49.28,15.3888490510949,NA
2018,"201895BCPRC_cpal","201895BCPRC_cpal",4,5,"2018-July-26","2019-June-11","Corpoica Palmira",NA,"201895BCPRC_cpal_rep3_P13_24",3,24,3,2,"check"," (Operator: lizbethpino, Time: )","P13","test",3.533333333,-76.3,NA,"Valle","Colombia","Mid-altitude torpics","cpal",NA,37.2445569620253,90.6,47.6,NA,23.8,NA,NA,2,27,16.2,5.4,21.6,20,5,281.8,NA,5,3,1,NA,2,54,3.58,0.42,NA,20,1,4,NA,1,5,100,47.6,17.728409113924,NA
2018,"201895BCPRC_cpal","201895BCPRC_cpal",4,5,"2018-July-26","2019-June-11","Corpoica Palmira",NA,"201895BCPRC_cpal_rep3_SM3536-44_27",3,27,3,5,"test"," (Operator: lizbethpino, Time: )","SM3536-44","test",3.533333333,-76.3,NA,"Valle","Colombia","Mid-altitude torpics","cpal",NA,38.0833333333333,151.4,44.48,NA,22.24,NA,NA,1,24,13.34,8.4,33.4,20,2,357.4,NA,5,3,1,NA,2,66,2.8,0.34,NA,20,3,2,NA,4,5,100,44.48,16.9394666666667,NA
2018,"201895BCPRC_cpal","201895BCPRC_cpal",4,5,"2018-July-26","2019-June-11","Corpoica Palmira",NA,"201895BCPRC_cpal_rep3_SM3677-74_25",3,25,3,3,"test"," (Operator: lizbethpino, Time: )","SM3677-74","test",3.533333333,-76.3,NA,"Valle","Colombia","Mid-altitude torpics","cpal",NA,33.7944444444444,150.5,17.04,NA,8.52,NA,NA,2,10,5.24,7.5,27.5,20,1,362.5,NA,2,3,1,NA,2,25,3.1,0.31,NA,20,2,4,NA,3,5,100,17.04,5.75857333333333,NA
2018,"201895BCPRC_cpal","201895BCPRC_cpal",4,5,"2018-July-26","2019-June-11","Corpoica Palmira",NA,"201895BCPRC_cpal_rep3_SM3762-15_30",3,30,3,8,"test"," (Operator: lizbethpino, Time: )","SM3762-15","test",3.533333333,-76.3,NA,"Valle","Colombia","Mid-altitude torpics","cpal",NA,35.0754304635761,150.6,50.36,NA,25.18,NA,NA,1,33,17.66,7,35.4,20,1,342.2,NA,5,3,1,NA,3,68,3.38,0.36,NA,20,2,4,NA,3,5,100,50.36,17.6639867814569,NA
